Name,Platform,Year,Genre,Publisher,Rank,Global_Sales,NA_Sales,EU_Sales,JP_Sales,Other_Sales
Sonic the Hedgehog,GEN,1991.0,Platform,Sega,255,4.34,3.03,0.91,0.26,0.13
Kingdom Hearts II,PS2,2005.0,Role-Playing,Square Enix,256,4.33,2.2,0.58,1.38,0.17
FIFA 14,X360,2013.0,Sports,Electronic Arts,257,4.31,0.92,2.93,0.01,0.46
Call of Duty: Advanced Warfare,X360,2014.0,Shooter,Activision,258,4.31,2.75,1.18,0.0,0.37
Asteroids,2600,1980.0,Shooter,Atari,259,4.31,4.0,0.26,0.0,0.05
Fable II,X360,2008.0,Role-Playing,Microsoft Game Studios,260,4.31,2.51,1.27,0.11,0.41
Halo 5: Guardians,XOne,2015.0,Shooter,Microsoft Game Studios,261,4.26,2.64,1.2,0.03,0.39
Super Mario 3D World,WiiU,2013.0,Platform,Nintendo,262,4.25,2.11,1.11,0.72,0.3
Batman: Arkham Asylum,PS3,2009.0,Action,Eidos Interactive,263,4.25,2.23,1.34,0.07,0.61
Assassin's Creed: Revelations,PS3,2011.0,Action,Ubisoft,264,4.24,1.41,2.02,0.1,0.72
Namco Museum,GBA,2001.0,Misc,Namco Bandai Games,265,4.24,3.0,1.11,0.05,0.07
Metal Gear Solid 3: Snake Eater,PS2,2004.0,Action,Konami Digital Entertainment,266,4.23,1.46,0.0,0.83,1.93
Daxter,PSP,2006.0,Platform,Sony Computer Entertainment,267,4.22,2.45,1.02,0.0,0.75
Warcraft II: Tides of Darkness,PC,1995.0,Strategy,Activision,268,4.21,1.7,2.27,0.0,0.23
The Legend of Zelda: Ocarina of Time,3DS,2011.0,Action,Nintendo,269,4.21,2.03,1.27,0.62,0.3
FIFA Soccer 06,PS2,2005.0,Sports,Electronic Arts,270,4.21,0.78,2.55,0.04,0.84
EyeToy Play,PS2,2003.0,Misc,Sony Computer Entertainment,271,4.2,0.88,2.3,0.2,0.83
Uncharted 4: A Thief's End,PS4,2016.0,Shooter,Sony Computer Entertainment,272,4.2,1.3,2.07,0.18,0.65
Gran Turismo 5 Prologue,PS3,2007.0,Racing,Sony Computer Entertainment,273,4.2,1.28,1.83,0.57,0.53
Assassin's Creed: Revelations,X360,2011.0,Action,Ubisoft,274,4.19,2.25,1.47,0.04,0.43
Street Fighter IV,PS3,2009.0,Fighting,Capcom,275,4.19,2.02,1.06,0.58,0.53
FIFA 12,X360,2011.0,Sports,Electronic Arts,276,4.19,0.84,2.79,0.02,0.53
Teenage Mutant Ninja Turtles,NES,1989.0,Action,Palcom,277,4.17,3.38,0.44,0.31,0.04
Excitebike,NES,1984.0,Racing,Nintendo,278,4.16,2.04,0.48,1.57,0.07
Frogger,PS,1997.0,Action,Hasbro Interactive,279,4.16,3.79,0.27,0.0,0.11
Madden NFL 2003,PS2,2002.0,Sports,Electronic Arts,280,4.14,3.36,0.21,0.01,0.56
Watch Dogs,PS4,2014.0,Action,Ubisoft,281,4.14,1.4,1.86,0.11,0.77
Half-Life,PC,1997.0,Shooter,Vivendi Games,282,4.12,4.03,0.0,0.09,0.0
Super Mario World 2: Yoshi's Island,SNES,1995.0,Platform,Nintendo,283,4.12,1.65,0.61,1.76,0.09
FIFA Soccer 07,PS2,2006.0,Sports,Electronic Arts,284,4.11,0.71,2.48,0.03,0.89
The Legend of Zelda: Skyward Sword,Wii,2011.0,Action,Nintendo,285,4.1,2.14,1.2,0.37,0.4
Street Fighter II Turbo,SNES,1992.0,Fighting,Capcom,286,4.1,1.42,0.51,2.1,0.07
Carnival Games,Wii,2007.0,Misc,Take-Two Interactive,287,4.1,2.13,1.5,0.05,0.42
Fallout 4,XOne,2015.0,Role-Playing,Bethesda Softworks,288,4.09,2.45,1.26,0.01,0.37
World of Warcraft: The Burning Crusade,PC,2007.0,Role-Playing,Activision,289,4.09,2.57,1.52,0.0,0.0
Fallout: New Vegas,X360,2010.0,Role-Playing,Bethesda Softworks,290,4.08,2.65,1.06,0.04,0.33
God of War II,PS2,2007.0,Action,Sony Computer Entertainment,291,4.07,2.32,0.04,0.04,1.67
Forza Motorsport 2,X360,2007.0,Racing,Microsoft Game Studios,292,4.06,2.35,1.28,0.03,0.41
World Soccer Winning Eleven 9,PS2,2005.0,Sports,Konami Digital Entertainment,293,4.06,0.12,2.26,0.9,0.77
Namco Museum Vol.3,PS,1996.0,Misc,Sony Computer Entertainment,294,4.05,2.28,1.55,0.16,0.06
Tekken Tag Tournament,PS2,2000.0,Fighting,Namco Bandai Games,295,4.05,1.68,1.51,0.51,0.35
Far Cry 4,PS4,2014.0,Shooter,Ubisoft,296,4.03,1.12,2.12,0.1,0.69
Star Fox 64,N64,1997.0,Shooter,Nintendo,297,4.03,2.78,0.58,0.64,0.04
Minecraft,PS4,2014.0,Misc,Sony Computer Entertainment Europe,298,4.02,1.38,1.87,0.12,0.65
Golf,NES,1984.0,Sports,Nintendo,299,4.01,1.22,0.28,2.46,0.04
Fallout 3,PS3,2008.0,Role-Playing,Bethesda Softworks,300,4.01,2.15,1.2,0.07,0.59
Professor Layton and the Diabolical Box,DS,2007.0,Puzzle,Nintendo,301,4.0,0.92,1.78,0.92,0.37
Left 4 Dead 2,X360,2009.0,Shooter,Electronic Arts,302,3.99,2.67,0.89,0.05,0.37
Namco Museum: 50th Anniversary,PS2,2005.0,Misc,Namco Bandai Games,303,3.98,2.08,1.35,0.0,0.54
EA Sports Active,Wii,2009.0,Sports,Electronic Arts,304,3.92,2.1,1.36,0.06,0.4
Assassin's Creed: Unity,PS4,2014.0,Action,Ubisoft,305,3.92,1.18,1.96,0.08,0.7
Donkey Kong Land,GB,1994.0,Platform,Nintendo,306,3.91,1.97,0.76,1.07,0.11
Tony Hawk's Underground,PS2,2003.0,Sports,Activision,307,3.9,2.29,1.17,0.01,0.42
Assassin's Creed IV: Black Flag,PS3,2013.0,Action,Ubisoft,308,3.89,1.33,1.71,0.13,0.73
Monster Hunter 4 Ultimate,3DS,2014.0,Role-Playing,Nintendo,309,3.89,0.67,0.49,2.62,0.11
MotorStorm,PS3,2006.0,Racing,Sony Computer Entertainment,310,3.88,1.53,1.61,0.06,0.67
The Elder Scrolls V: Skyrim,PC,2011.0,Role-Playing,Bethesda Softworks,311,3.88,1.15,2.09,0.0,0.64
Tekken 5,PS2,2005.0,Fighting,Namco Bandai Games,312,3.87,0.93,1.94,0.31,0.7
Dragon Warrior III,NES,1988.0,Role-Playing,Enix Corporation,313,3.87,0.1,0.0,3.77,0.0
Sports Champions,PS3,2010.0,Sports,Sony Computer Entertainment,314,3.87,2.12,1.14,0.1,0.51
NBA 2K16,PS4,2015.0,Sports,Take-Two Interactive,315,3.85,2.48,0.65,0.03,0.69
World Soccer Winning Eleven 8 International,PS2,2004.0,Sports,Konami Digital Entertainment,316,3.85,0.16,1.89,1.12,0.68
Flash Focus: Vision Training in Minutes a Day,DS,2007.0,Misc,Nintendo,317,3.84,0.87,1.57,1.05,0.35
Namco Museum Vol.1,PS,1995.0,Misc,Sony Computer Entertainment,318,3.84,2.12,1.44,0.22,0.06
The Legend of Zelda: Link's Awakening,GB,1992.0,Action,Nintendo,319,3.83,2.21,0.96,0.54,0.13
Mario & Luigi: Bowser's Inside Story,DS,2009.0,Role-Playing,Nintendo,320,3.83,2.26,0.48,0.81,0.27
Big Brain Academy: Wii Degree,Wii,2007.0,Misc,Nintendo,321,3.82,1.06,1.93,0.41,0.43
Nintendogs + cats,3DS,2011.0,Simulation,Nintendo,322,3.81,1.44,1.37,0.73,0.27
Batman: Arkham Knight,PS4,2015.0,Action,Warner Bros. Interactive Entertainment,323,3.79,1.49,1.58,0.1,0.61
Mario & Sonic at the London 2012 Olympic Games,Wii,2011.0,Sports,Sega,324,3.78,1.14,1.91,0.27,0.46
LEGO Indiana Jones: The Original Adventures,X360,2008.0,Action,Activision,325,3.78,2.4,1.03,0.0,0.36
Resident Evil Director's Cut,PS,1996.0,Action,Virgin Interactive,326,3.77,1.82,1.24,0.47,0.25
Ratchet & Clank: Size Matters,PSP,2007.0,Platform,Sony Computer Entertainment,327,3.77,1.4,1.4,0.1,0.87
Just Dance 2014,Wii,2013.0,Misc,Ubisoft,328,3.76,1.98,1.47,0.0,0.32
The Sims: Unleashed,PC,2002.0,Simulation,Electronic Arts,329,3.76,2.03,1.56,0.0,0.17
Super Paper Mario,Wii,2007.0,Platform,Nintendo,330,3.76,1.98,0.88,0.59,0.32
Harry Potter and the Sorcerer's Stone,PS,2001.0,Action,Electronic Arts,331,3.73,1.37,2.0,0.14,0.22
The Witcher 3: Wild Hunt,PS4,2015.0,Role-Playing,Namco Bandai Games,332,3.73,0.96,2.0,0.21,0.56
Resident Evil 3: Nemesis,PS,1999.0,Action,Eidos Interactive,333,3.72,1.3,0.77,1.54,0.11
Spyro: Year of the Dragon,PS,2000.0,Platform,Sony Computer Entertainment,334,3.71,1.93,1.58,0.0,0.19
FIFA Soccer 2005,PS2,2004.0,Sports,Electronic Arts,335,3.7,0.58,2.48,0.04,0.59
Pokémon Trading Card Game,GB,1998.0,Strategy,Nintendo,336,3.7,1.49,0.73,1.38,0.1
Battlefield 4,PS3,2013.0,Shooter,Electronic Arts,337,3.69,1.3,1.51,0.27,0.61
MySims,DS,2007.0,Simulation,Electronic Arts,338,3.69,1.59,1.61,0.08,0.41
Friend Collection,DS,2009.0,Misc,Nintendo,339,3.67,0.0,0.0,3.67,0.0
Tony Hawk's Pro Skater 4,PS2,2002.0,Sports,Activision,340,3.67,2.13,1.18,0.01,0.35
Midnight Club 3: DUB Edition,PSP,2005.0,Racing,Take-Two Interactive,341,3.66,1.65,1.22,0.0,0.79
Banjo-Kazooie,N64,1998.0,Platform,Nintendo,342,3.65,1.87,1.13,0.55,0.1
SOCOM: U.S. Navy SEALs,PS2,2002.0,Shooter,Sony Computer Entertainment,343,3.65,2.53,0.81,0.06,0.24
Guitar Hero: World Tour,Wii,2008.0,Misc,Activision,344,3.65,2.33,0.97,0.0,0.35
Gran Turismo 6,PS3,2013.0,Racing,Sony Computer Entertainment,345,3.64,0.71,1.8,0.4,0.74
Jak and Daxter: The Precursor Legacy,PS2,2001.0,Platform,Sony Computer Entertainment,346,3.64,2.08,1.09,0.15,0.33
Pokemon Snap,N64,1999.0,Simulation,Nintendo,347,3.63,2.23,0.68,0.66,0.06
FIFA Soccer 10,PS3,2009.0,Sports,Electronic Arts,348,3.63,0.6,2.46,0.05,0.52
Pro Evolution Soccer 2008,PS2,2007.0,Sports,Konami Digital Entertainment,349,3.63,0.05,0.0,0.64,2.93
Call of Duty: Ghosts,PS4,2013.0,Shooter,Activision,350,3.63,1.78,1.42,0.05,0.38
Resident Evil 4,PS2,2005.0,Action,Capcom,351,3.62,2.08,0.83,0.46,0.25
Tom Clancy's The Division,PS4,2016.0,Shooter,Ubisoft,352,3.61,1.28,1.61,0.15,0.57
Star Wars: Battlefront,PS2,2004.0,Shooter,LucasArts,353,3.61,1.93,1.22,0.03,0.44
Doom II: Hell on Earth,PC,1994.0,Shooter,Virgin Interactive,354,3.61,2.05,1.4,0.0,0.16
The Simpsons: Road Rage,PS2,2001.0,Racing,Electronic Arts,355,3.61,2.02,1.17,0.0,0.42
Cooking Mama 2: Dinner With Friends,DS,2007.0,Simulation,505 Games,356,3.61,1.61,1.5,0.1,0.39
Luigi's Mansion,GC,2001.0,Action,Nintendo,357,3.6,2.38,0.67,0.46,0.1
Star Wars: Battlefront II,PS2,2005.0,Shooter,LucasArts,358,3.59,2.18,1.02,0.03,0.37
WWF SmackDown!,PS,2000.0,Fighting,THQ,359,3.58,2.01,1.35,0.06,0.16
Croc: Legend of the Gobbos,PS,1997.0,Platform,Fox Interactive,360,3.56,1.57,1.79,0.0,0.2
Grand Theft Auto: Liberty City Stories,PS2,2006.0,Action,Take-Two Interactive,361,3.54,1.56,1.4,0.07,0.5
The Getaway,PS2,2002.0,Action,Sony Computer Entertainment,362,3.54,1.23,1.77,0.05,0.49
Tomb Raider III: Adventures of Lara Croft,PS,1997.0,Action,Eidos Interactive,363,3.54,1.66,1.58,0.12,0.18
James Bond 007: Agent Under Fire,PS2,2001.0,Shooter,Electronic Arts,364,3.53,1.9,1.13,0.1,0.41
LEGO Star Wars: The Video Game,PS2,2005.0,Action,Eidos Interactive,365,3.53,1.98,1.14,0.01,0.41
Battlefield 4,X360,2013.0,Shooter,Electronic Arts,366,3.53,2.14,1.08,0.02,0.29
FIFA Soccer 11,X360,2010.0,Sports,Electronic Arts,367,3.53,0.71,2.4,0.02,0.4
Rugrats in Paris: The Movie,PS,2000.0,Action,THQ,368,3.52,1.96,1.33,0.0,0.23
Spyro 2: Ripto's Rage!,PS,1999.0,Platform,Sony Computer Entertainment,369,3.52,2.14,1.21,0.01,0.17
Left 4 Dead,X360,2008.0,Shooter,Electronic Arts,370,3.52,2.66,0.5,0.05,0.3
Mario & Sonic at the Olympic Winter Games,DS,2009.0,Sports,Sega,371,3.52,1.22,1.66,0.27,0.38
Resident Evil 5,X360,2009.0,Action,Capcom,372,3.51,2.11,0.94,0.12,0.34
Donkey Kong Country 3: Dixie Kong's Double Trouble!,SNES,1996.0,Platform,Nintendo,373,3.51,1.17,0.5,1.75,0.08
Assassin's Creed: Brotherhood,X360,2010.0,Action,Ubisoft,374,3.5,2.84,0.39,0.03,0.24
Kung Fu,NES,1985.0,Action,Nintendo,375,3.5,1.64,0.38,1.42,0.06
Batman: Arkham Asylum,X360,2009.0,Action,Eidos Interactive,376,3.5,2.2,0.97,0.02,0.31
Clubhouse Games,DS,2006.0,Misc,Nintendo,377,3.5,0.59,1.83,0.73,0.35
FIFA Soccer 2004,PS2,,Sports,Electronic Arts,378,3.49,0.59,2.36,0.04,0.51
Star Wars Battlefront (2015),XOne,2015.0,Shooter,Electronic Arts,379,3.49,1.94,1.22,0.02,0.31
Battlefield: Bad Company 2,X360,2010.0,Shooter,Electronic Arts,380,3.48,2.09,1.02,0.04,0.32
Guitar Hero: On Tour,DS,2008.0,Misc,Activision,381,3.48,2.11,1.01,0.01,0.35
Assassin's Creed: Unity,XOne,2014.0,Action,Ubisoft,382,3.46,2.26,0.89,0.0,0.3
Far Cry 3,PS3,2012.0,Shooter,Ubisoft,383,3.45,0.88,1.75,0.1,0.72
Monster Hunter 4,3DS,2013.0,Role-Playing,Capcom,384,3.44,0.0,0.0,3.44,0.0
Borderlands,X360,2009.0,Shooter,Take-Two Interactive,385,3.44,2.39,0.73,0.03,0.29
Tekken 4,PS2,2002.0,Fighting,Namco Bandai Games,386,3.44,1.55,1.27,0.33,0.29
Battlefield 4,PS4,2013.0,Shooter,Electronic Arts,387,3.43,1.34,1.54,0.17,0.38
LittleBigPlanet 2,PS3,2011.0,Platform,Sony Computer Entertainment,388,3.42,1.82,1.07,0.06,0.47
Grand Theft Auto 2,PS,1998.0,Action,Take-Two Interactive,389,3.42,1.13,2.07,0.0,0.22
Final Fantasy III,SNES,1994.0,Role-Playing,SquareSoft,390,3.42,0.86,0.0,2.55,0.02
Spider-Man 2,PS2,2004.0,Action,Activision,391,3.41,1.75,1.2,0.02,0.43
F-1 Race,GB,1990.0,Racing,Nintendo,392,3.41,1.73,0.69,0.59,0.4
FIFA Soccer 2003,PS2,2002.0,Sports,Electronic Arts,393,3.4,0.46,2.28,0.05,0.61
Crash Bash,PS,2000.0,Misc,Sony Computer Entertainment,394,3.39,1.56,1.47,0.19,0.17
LEGO Batman: The Videogame,X360,2008.0,Action,Warner Bros. Interactive Entertainment,395,3.38,2.03,1.03,0.0,0.32
Metal Gear Solid V: The Phantom Pain,PS4,2015.0,Action,Konami Digital Entertainment,396,3.38,1.08,1.35,0.48,0.47
The Legend of Zelda: Spirit Tracks,DS,2009.0,Action,Nintendo,397,3.38,1.43,0.94,0.74,0.27
WWF War Zone,PS,1998.0,Fighting,Acclaim Entertainment,398,3.36,2.47,0.76,0.0,0.13
The Legend of Zelda: Majora's Mask,N64,2000.0,Action,Nintendo,399,3.36,1.9,0.67,0.73,0.06
Professor Layton and the Unwound Future,DS,2008.0,Puzzle,Nintendo,400,3.36,0.65,1.61,0.82,0.28
Rugrats: Search For Reptar,PS,1998.0,Adventure,THQ,401,3.34,1.63,1.53,0.0,0.18
Assassin's Creed IV: Black Flag,X360,2013.0,Action,Ubisoft,402,3.34,1.9,1.14,0.01,0.29
English Training: Have Fun Improving Your Skills!,DS,2006.0,Misc,Nintendo,403,3.33,0.0,0.99,2.32,0.02
James Bond 007: Nightfire,PS2,2002.0,Shooter,Electronic Arts,404,3.33,1.45,1.29,0.12,0.46
Ratchet & Clank,PS2,2002.0,Platform,Sony Computer Entertainment,405,3.33,1.44,1.01,0.57,0.3
Mario Party 9,Wii,2012.0,Misc,Nintendo,406,3.32,1.15,1.17,0.76,0.24
Star Wars Episode III: Revenge of the Sith,PS2,2005.0,Action,LucasArts,407,3.32,1.47,1.39,0.03,0.43
Max Payne,PS2,2001.0,Shooter,Take-Two Interactive,408,3.31,1.99,1.05,0.05,0.22
The Lord of the Rings: The Return of the King,PS2,2003.0,Action,Electronic Arts,409,3.28,1.5,1.28,0.05,0.46
Assassin's Creed Syndicate,PS4,2015.0,Action,Ubisoft,410,3.28,0.8,1.92,0.06,0.5
Destiny,XOne,2014.0,Shooter,Activision,411,3.28,2.13,0.92,0.0,0.23
True Crime: Streets of LA,PS2,2003.0,Action,Activision,412,3.27,1.89,1.05,0.02,0.31
Wii Music,Wii,2008.0,Misc,Nintendo,413,3.27,1.36,1.13,0.46,0.32
Gran Turismo (PSP),PSP,2009.0,Racing,Sony Computer Entertainment,414,3.27,0.5,1.59,0.31,0.87
Monster Hunter X,3DS,2015.0,Action,Capcom,415,3.26,0.25,0.19,2.78,0.04
Tekken,PS,1995.0,Fighting,Sony Computer Entertainment,416,3.24,0.95,1.3,0.77,0.22
FIFA 16,XOne,2015.0,Sports,Electronic Arts,417,3.23,0.88,2.11,0.0,0.23
L.A. Noire,PS3,2011.0,Adventure,Take-Two Interactive,418,3.23,1.27,1.33,0.12,0.51
Madden NFL 16,PS4,2015.0,Sports,Electronic Arts,419,3.22,2.33,0.3,0.0,0.59
Yokai Watch 2 Ganso/Honke,3DS,2014.0,Role-Playing,Nintendo,420,3.22,0.03,0.0,3.18,0.0
007: Tomorrow Never Dies,PS,1999.0,Shooter,Electronic Arts,421,3.21,1.72,1.33,0.0,0.16
Baseball,NES,1983.0,Sports,Nintendo,422,3.2,0.73,0.1,2.35,0.02
Killer Instinct,SNES,1995.0,Fighting,Nintendo,423,3.2,2.26,0.72,0.12,0.1
WWF SmackDown! 2: Know Your Role,PS,2000.0,Fighting,THQ,424,3.2,1.76,1.21,0.07,0.16
Crisis Core: Final Fantasy VII,PSP,2007.0,Role-Playing,Square Enix,425,3.19,1.35,0.6,0.8,0.44
God of War: Chains of Olympus,PSP,2008.0,Action,Sony Computer Entertainment,426,3.19,1.48,1.01,0.04,0.66
Dragon Quest VI: Maboroshi no Daichi,SNES,1995.0,Role-Playing,Enix Corporation,427,3.19,0.0,0.0,3.19,0.0
Dance Central,X360,2010.0,Misc,MTV Games,428,3.19,2.15,0.77,0.01,0.26
Enter the Matrix,PS2,2003.0,Action,Atari,429,3.18,1.78,1.12,0.09,0.19
Super Mario Maker,WiiU,2015.0,Platform,Nintendo,430,3.18,1.18,0.87,0.93,0.2
Fallout: New Vegas,PS3,2010.0,Role-Playing,Bethesda Softworks,431,3.17,1.52,1.08,0.1,0.47
LEGO Batman: The Videogame,Wii,,Action,Warner Bros. Interactive Entertainment,432,3.17,1.86,1.02,0.0,0.29
Rhythm Heaven,DS,2008.0,Misc,Nintendo,433,3.17,0.58,0.51,1.93,0.14
Ace Combat 04: Shattered Skies,PS2,2001.0,Simulation,Sony Computer Entertainment Europe,434,3.17,2.06,0.56,0.38,0.17
Club Penguin: Elite Penguin Force,DS,2008.0,Adventure,Disney Interactive Studios,435,3.16,1.88,0.98,0.0,0.3
Animal Crossing,GC,2001.0,Simulation,Nintendo,436,3.15,1.92,0.16,0.99,0.09
LEGO Batman: The Videogame,DS,2008.0,Action,Warner Bros. Interactive Entertainment,437,3.15,1.79,1.06,0.0,0.29
Sonic Rush,DS,2005.0,Platform,Sega,438,3.15,1.22,1.57,0.06,0.29
Resident Evil 6,PS3,2012.0,Shooter,Capcom,439,3.15,0.88,0.97,0.88,0.42
Halo: The Master Chief Collection,XOne,2014.0,Shooter,Microsoft Game Studios,440,3.15,1.89,0.99,0.03,0.24
FIFA Soccer 08,PS2,2007.0,Sports,Electronic Arts,441,3.14,0.68,0.0,0.0,2.46
Spider-Man,PS,2000.0,Action,Activision,442,3.13,1.7,1.25,0.02,0.16
Need for Speed III: Hot Pursuit,PS,1998.0,Racing,Electronic Arts,443,3.12,2.14,0.86,0.0,0.13
Star Wars Episode I Racer,N64,1999.0,Racing,Nintendo,444,3.12,2.31,0.62,0.14,0.04
Personal Trainer: Cooking,DS,2006.0,Misc,Nintendo,445,3.12,0.91,1.0,1.03,0.17
The Elder Scrolls IV: Oblivion,PS3,2007.0,Role-Playing,Ubisoft,446,3.12,1.69,0.87,0.14,0.42
Dragon Warrior IV,NES,1990.0,Role-Playing,Enix Corporation,447,3.12,0.08,0.0,3.03,0.01
Heavy Rain,PS3,2010.0,Adventure,Sony Computer Entertainment,448,3.12,1.29,1.27,0.06,0.5
Mass Effect 2,X360,2010.0,Role-Playing,Electronic Arts,449,3.11,1.99,0.82,0.03,0.27
FIFA 15,X360,2014.0,Sports,Electronic Arts,450,3.11,0.78,2.02,0.0,0.3
Dragon Ball Z: Budokai,PS2,2002.0,Fighting,Atari,451,3.09,2.17,0.28,0.55,0.08
Madden NFL 2002,PS2,2001.0,Sports,Electronic Arts,452,3.08,2.5,0.16,0.01,0.42
World Class Track Meet,NES,1986.0,Sports,Namco Bandai Games,453,3.08,1.92,0.45,0.64,0.07
Borderlands 2,X360,2012.0,Shooter,Take-Two Interactive,454,3.07,1.89,0.91,0.04,0.24
The Legend of Zelda: A Link Between Worlds,3DS,2013.0,Action,Nintendo,455,3.07,1.4,0.99,0.46,0.22
Donkey Kong,GB,1994.0,Platform,Nintendo,456,3.07,1.57,0.62,0.55,0.34
The Sims: Vacation,PC,2002.0,Simulation,Electronic Arts,457,3.07,1.72,1.21,0.0,0.14
Mass Effect 3,X360,2012.0,Role-Playing,Electronic Arts,458,3.07,1.94,0.86,0.03,0.24
Kung Fu Panda,X360,2008.0,Action,Activision,459,3.05,1.91,0.84,0.0,0.29
Far Cry 3,X360,2012.0,Shooter,Ubisoft,460,3.04,1.38,1.35,0.02,0.28
Epic Mickey,Wii,2010.0,Platform,Disney Interactive Studios,461,3.04,2.06,0.64,0.12,0.22
Saints Row 2,X360,2008.0,Action,THQ,462,3.03,1.94,0.8,0.02,0.27
Rayman,PS,1995.0,Platform,Ubisoft,463,3.03,1.54,1.33,0.0,0.16
Killzone 2,PS3,2009.0,Shooter,Sony Computer Entertainment,464,3.02,1.4,1.07,0.08,0.47
Tom Clancy's Splinter Cell,XB,2002.0,Action,Ubisoft,465,3.02,1.85,1.04,0.0,0.13
Mike Tyson's Punch-Out!!,NES,1987.0,Fighting,Nintendo,466,3.02,2.03,0.47,0.45,0.07
WWE SmackDown! Shut Your Mouth,PS2,2002.0,Sports,THQ,467,3.02,1.45,1.13,0.07,0.38
Gears of War: Ultimate Edition,XOne,2015.0,Shooter,Microsoft Game Studios,468,3.0,2.38,0.32,0.0,0.31
NBA 2K13,X360,2012.0,Sports,Take-Two Interactive,469,3.0,2.6,0.21,0.01,0.19
Dragon Ball Z: Budokai Tenkaichi 3,PS2,2007.0,Fighting,Atari,470,3.0,1.15,0.0,0.76,1.09
wwe Smackdown vs. Raw 2006,PS2,,Fighting,,471,3.0,1.57,1.02,0.0,0.41
Middle-Earth: Shadow of Mordor,PS4,2014.0,Action,Warner Bros. Interactive Entertainment,472,2.99,1.01,1.41,0.05,0.53
Star Fox,SNES,1993.0,Shooter,Nintendo,473,2.99,1.61,0.51,0.8,0.07
The Sims: Livin Large,PC,2000.0,Misc,Electronic Arts,474,2.99,1.67,1.18,0.0,0.13
World Soccer Winning Eleven 6 International,PS2,2002.0,Sports,Konami Digital Entertainment,475,2.99,0.12,1.26,1.16,0.45
Devil May Cry,PS2,2001.0,Action,Capcom,476,2.99,1.36,0.86,0.64,0.13
Animal Crossing: Happy Home Designer,3DS,2015.0,Simulation,Nintendo,477,2.98,0.47,1.0,1.39,0.12
Battlefield: Bad Company 2,PS3,2010.0,Shooter,Electronic Arts,478,2.97,1.33,1.12,0.08,0.45
The Sims 4,PC,2014.0,Simulation,Electronic Arts,479,2.97,0.96,1.72,0.0,0.29
Star Wars: The Old Republic,PC,2011.0,Role-Playing,Electronic Arts,480,2.97,1.58,1.01,0.0,0.38
Sonic Heroes,PS2,2003.0,Platform,Sega,481,2.96,1.04,1.37,0.06,0.49
Kirby Super Star Ultra,DS,2008.0,Platform,Nintendo,482,2.96,1.57,0.04,1.19,0.15
Hitman 2: Silent Assassin,PS2,2002.0,Action,Eidos Interactive,483,2.96,1.36,1.15,0.04,0.41
Street Fighter IV,X360,2009.0,Fighting,Capcom,484,2.95,1.82,0.71,0.15,0.26
Wave Race 64,N64,1996.0,Racing,Nintendo,485,2.94,1.98,0.58,0.34,0.04
SOCOM II: U.S. Navy SEALs,PS2,2003.0,Shooter,Sony Computer Entertainment,486,2.94,2.22,0.51,0.06,0.15
WWE SmackDown! vs. RAW 2006,PS2,2005.0,Fighting,THQ,487,2.94,1.45,1.11,0.04,0.33
inFAMOUS,PS3,2009.0,Action,Sony Computer Entertainment,488,2.94,1.76,0.69,0.12,0.37
Pac-Man Collection,GBA,2001.0,Puzzle,Atari,489,2.94,2.07,0.77,0.05,0.05
Mass Effect,X360,2007.0,Role-Playing,Microsoft Game Studios,490,2.93,1.83,0.8,0.03,0.27
WarioWare: Smooth Moves,Wii,2006.0,Puzzle,Nintendo,491,2.92,0.87,1.06,0.73,0.26
Cooking Mama: Cook Off,Wii,2007.0,Simulation,505 Games,492,2.91,1.43,1.13,0.05,0.3
Super Mario World 2: Yoshi's Island,GBA,2002.0,Platform,Nintendo,493,2.91,1.75,0.45,0.62,0.09
FIFA 14,PS4,2013.0,Sports,Electronic Arts,494,2.9,0.61,1.85,0.11,0.33
Titanfall,XOne,2014.0,Shooter,Electronic Arts,495,2.9,1.84,0.8,0.04,0.22
Sonic Mega Collection Plus,PS2,2004.0,Misc,Sega,496,2.9,1.54,1.14,0.0,0.22
Sega Superstars Tennis,X360,2008.0,Sports,Sega,497,2.9,1.75,0.86,0.0,0.28
World Soccer Winning Eleven 7 International,PS2,2003.0,Sports,Konami Digital Entertainment,498,2.9,0.08,1.24,1.13,0.45
Need for Speed: Most Wanted,PS3,2012.0,Racing,Electronic Arts,499,2.89,0.71,1.51,0.06,0.61
Hot Shots Golf 3,PS2,2001.0,Sports,Sony Computer Entertainment,500,2.89,0.99,0.32,1.38,0.2
Call of Duty: Finest Hour,PS2,2004.0,Shooter,Activision,501,2.89,1.51,1.12,0.01,0.24
Zumba Fitness 2,Wii,2011.0,Sports,Majesco Entertainment,502,2.88,1.54,1.07,0.0,0.28
Syphon Filter,PS,1999.0,Shooter,Sony Computer Entertainment,503,2.88,2.03,0.72,0.02,0.11
Imagine: Babyz,DS,2007.0,Simulation,Ubisoft,504,2.88,1.3,1.27,0.0,0.31
Colin McRae Rally,PS,1998.0,Racing,Codemasters,505,2.87,0.09,2.43,0.12,0.22
Call of Duty: Ghosts,XOne,2013.0,Shooter,Activision,506,2.86,1.87,0.77,0.0,0.22
Madden NFL 13,X360,2012.0,Sports,Electronic Arts,507,2.86,2.53,0.16,0.0,0.17
